index,task_url,task_name,task_description,language_name,code,target,set
4114,http://rosettacode.org/wiki/Pythagorean_quadruples,Pythagorean quadruples,"

One form of   Pythagorean quadruples   is   (for positive integers   a,   b,   c,   and   d):



    a2   +   b2   +   c2     =     d2 


An example:

    22   +   32   +   62     =     72 
 which is:
    4    +   9    +   36     =     49 


Task

For positive integers up   2,200   (inclusive),   for all values of   a,  
b,   c,   and   d,

find   (and show here)   those values of   d   that   can't   be represented.

Show the values of   d   on one line of output   (optionally with a title).



Related tasks

   Euler's sum of powers conjecture. 
   Pythagorean triples.


Reference

   the Wikipedia article:   Pythagorean quadruple.

",Java,"import java.util.Arrays;

public class PythagoreanQuadruples {
    static final int MAX = 2200;
    static final int MAX2 = MAX * MAX * 2;

    public static void main(String[] args) {
        boolean[] found = new boolean[MAX + 1]; // all false by default
        boolean[] a2b2 = new boolean[MAX2 + 1]; // ditto
        int s = 3;

        for(int a = 1; a <= MAX; a++) {
            int a2 = a * a;
            for (int b=a; b<=MAX; b++) {
                a2b2[a2 + b * b] = true;
            }
        }

        for (int c = 1; c <= MAX; c++) {
            int s1 = s;
            s += 2;
            int s2 = s;
            for (int d = c + 1; d <= MAX; d++) {
                if (a2b2[s1]) found[d] = true;
                s1 += s2;
                s2 += 2;
            }
        }

        System.out.println(""The values of d <= "" + MAX + "" which can't be represented:"");
        for (int d = 1; d < MAX; d++) {
            if (!found[d]) System.out.print(d + ""  "");
        }
        System.out.println();
    }
}",Ai_generated,Java_from_C#
3063,http://rosettacode.org/wiki/Password_generator,Password generator,"Create a password generation program which will generate passwords containing random ASCII characters from the following groups:

         lower-case letters:  a ──► z
         upper-case letters:  A ──► Z
                     digits:  0 ──► 9
 other printable characters:  !""#$%&'()*+,-./:;<=>?@[]^_{|}~ 
 (the above character list excludes white-space, backslash and grave) 



The generated password(s) must include   at least one   (of each of the four groups):

   lower-case letter, 
   upper-case letter,
   digit  (numeral),   and 
   one  ""other""  character. 



The user must be able to specify the password length and the number of passwords to generate.

The passwords should be displayed or written to a file, one per line.

The randomness should be from a system source or library.

The program should implement a help option or button which should describe the program and options when invoked.

You may also allow the user to specify a seed value, and give the option of excluding visually similar characters.

For example:            Il1     O0     5S     2Z            where the characters are:

   capital eye, lowercase ell, the digit one
   capital oh, the digit zero 
   the digit five, capital ess
   the digit two, capital zee

",Java,"public class CreatePwd {
    public static void main(String[] args) {
        System.out.println(createPwd());
        System.out.println(createPwd(20));
        System.out.println(createPwd(20, 2));
        System.out.println(createPwd(20, 2, false));
    }

    public static String createPwd() {
        return createPwd(5, 1, true);
    }

    public static String createPwd(int len) {
        return createPwd(len, 1, true);
    }

    public static String createPwd(int len, int num) {
        return createPwd(len, num, true);
    }

    public static String createPwd(int len, int num, boolean noSims) {
        String[] out = new String[num];
        String cur;
        int i;

        String[][] chars = {
            ""abcdefghijkmnopqrstuvwxyz"".split(""""),
            ""ABCDEFGHJKLMNPQRTUVWXY"".split(""""),
            ""346789"".split(""""),
            ""!\""#$%&()*+,-./:;<=>?@[]^_{|}"".split("""")
        };

        if (!noSims) {
            chars[0] = Arrays.copyOf(chars[0], chars[0].length + 1);
            chars[0][chars[0].length - 1] = ""l"";
            chars[1] = Arrays.copyOf(chars[1], chars[1].length + 4);
            chars[1][chars[1].length - 4] = ""I"";
            chars[1][chars[1].length - 3] = ""O"";
            chars[1][chars[1].length - 2] = ""S"";
            chars[1][chars[1].length - 1] = ""Z"";
            chars[2] = Arrays.copyOf(chars[2], chars[2].length + 4);
            chars[2][chars[2].length - 4] = ""1"";
            chars[2][chars[2].length - 3] = ""2"";
            chars[2][chars[2].length - 2] = ""5"";
            chars[2][chars[2].length - 1] = ""0"";
        }

        if (len < 4) {
            System.out.println(""Password length changed to 4 (minimum)"");
            len = 4;
        }

        for (i = 0; i < num; i++) {
            cur = """";
            // basic requirement
            for (int j = 0; j < 4; j++) {
                cur += chars[j][(int) (Math.random() * chars[j].length)];
            }

            while (cur.length() < len) {
                int rnd = (int) (Math.random() * chars.length);
                cur += chars[rnd][(int) (Math.random() * chars[rnd].length)];
            }
            out[i] = cur;
        }

        for (i = 0; i < out.length; i++) {
            out[i] = shuffle(out[i]);
        }

        if (out.length == 1) {
            return out[0];
        }
        return Arrays.toString(out);
    }

    public static String shuffle(String str) {
        char[] chars = str.toCharArray();
        for (int i = 0; i < chars.length; i++) {
            int rnd = (int) (Math.random() * chars.length);
            char tmp = chars[i];
            chars[i] = chars[rnd];
            chars[rnd] = tmp;
        }
        return new String(chars);
    }
}",Ai_generated,Java_from_JavaScript
5292,http://rosettacode.org/wiki/Sort_disjoint_sublist,Sort disjoint sublist,"
Sorting Algorithm

This is a sorting algorithm.   It may be applied to a set of data in order to sort it.    
For comparing various sorts, see compare sorts.  
For other sorting algorithms,   see sorting algorithms,   or:

O(n logn) sorts
Heap sort |
Merge sort |
Patience sort |
Quick sort
O(n log2n) sorts
Shell Sort
O(n2) sorts
Bubble sort |
Cocktail sort |
Cocktail sort with shifting bounds |
Comb sort |
Cycle sort |
Gnome sort |
Insertion sort |
Selection sort |
Strand sort
other sorts
Bead sort |
Bogo sort |
Common sorted list |
Composite structures sort |
Custom comparator sort |
Counting sort |
Disjoint sublist sort |
External sort |
Jort sort |
Lexicographical sort |
Natural sorting |
Order by pair comparisons |
Order disjoint list items |
Order two numerical lists |
Object identifier (OID) sort |
Pancake sort |
Quickselect |
Permutation sort |
Radix sort |
Ranking methods |
Remove duplicate elements |
Sleep sort |
Stooge sort |
[Sort letters of a string] |
Three variable sort |
Topological sort |
Tree sort


Given a list of values and a set of integer indices into that value list, the task is to sort the values at the given indices, while preserving the values at indices outside the set of those to be sorted.

Make your example work with the following list of values and set of indices:

 Values: [7, 6, 5, 4, 3, 2, 1, 0]
 Indices: {6, 1, 7}
Where the correct result would be:

 [7, 0, 5, 4, 3, 2, 1, 6].
In case of one-based indexing, rather than the zero-based indexing above, you would use the indices {7, 2, 8} instead.

The indices are described as a set rather than a list but any collection-type of those indices without duplication may be used as long as the example is insensitive to the order of indices given.



Cf.
   Order disjoint list items

",Java,"import java.io.*;
import java.util.*;
 
public class BubbleSort {
 
    public static void bubble_sort(int[] idx, int n_idx, int[] buf) {
        int i, j, tmp;
        for (i = 0; i < n_idx; i++) {
            for (j = i + 1; j < n_idx; j++) {
                if (idx[j] < idx[i]) {
                    tmp = idx[i];
                    idx[i] = idx[j];
                    idx[j] = tmp;
                }
            }
        }
        for (i = 0; i < n_idx; i++) {
            for (j = i + 1; j < n_idx; j++) {
                if (buf[idx[j]] < buf[idx[i]]) {
                    tmp = buf[idx[i]];
                    buf[idx[i]] = buf[idx[j]];
                    buf[idx[j]] = tmp;
                }
            }
        }
    }
 
    public static void main(String[] args) {
        int[] values = {7, 6, 5, 4, 3, 2, 1, 0};
        int[] idx = {6, 1, 7};
        int i;
 
        System.out.println(""before sort:"");
        for (i = 0; i < 8; i++) {
            System.out.print(values[i] + "" "");
        }
 
        System.out.println(""\n\nafter sort:"");
        bubble_sort(idx, 3, values);
 
        for (i = 0; i < 8; i++) {
            System.out.print(values[i] + "" "");
        }
        System.out.println();
    }
}",Ai_generated,Java_from_C
8657,http://rosettacode.org/wiki/Catalan_numbers,Catalan numbers,"Catalan numbers

You are encouraged to solve this task according to the task description, using any language you may know.


Catalan numbers are a sequence of numbers which can be defined directly:






C

n


=


1

n
+
1






(



2
n

n


)



=



(
2
n
)
!


(
n
+
1
)
!

n
!





 for 

n
≥
0.


{\displaystyle C_{n}={\frac {1}{n+1}}{2n \choose n}={\frac {(2n)!}{(n+1)!\,n!}}\qquad {\mbox{ for }}n\geq 0.}


Or recursively:






C

0


=
1


and



C

n
+
1


=

∑

i
=
0


n



C

i




C

n
−
i




for 

n
≥
0
;


{\displaystyle C_{0}=1\quad {\mbox{and}}\quad C_{n+1}=\sum _{i=0}^{n}C_{i}\,C_{n-i}\quad {\text{for }}n\geq 0;}


Or alternatively (also recursive):






C

0


=
1


and



C

n


=



2
(
2
n
−
1
)


n
+
1




C

n
−
1


,


{\displaystyle C_{0}=1\quad {\mbox{and}}\quad C_{n}={\frac {2(2n-1)}{n+1}}C_{n-1},}




Task

Implement at least one of these algorithms and print out the first 15 Catalan numbers with each.

Memoization   is not required, but may be worth the effort when using the second method above.



Related tasks

Catalan numbers/Pascal's triangle
Evaluate binomial coefficients

",Java,"import java.util.Arrays;
import java.util.stream.IntStream;
 
public class Catalan {
 
    public static void main(String[] args) {
        System.out.println(""       direct     rec1     rec2"");
        for (int n = 0; n < 16; n++) {
            System.out.printf(""%2d :%9d%9d%9d%n"", n, catalan_direct(n), catalan_rec1(n), catalan_rec2(n));
        }
    }
 
    public static int factorial(int n) {
        return IntStream.rangeClosed(1, n).reduce(1, (a, b) -> a * b);
    }
 
    public static int catalan_direct(int n) {
        return factorial(2 * n) / (factorial(n + 1) * factorial(n));
    }
 
    public static int catalan_rec1(int n) {
        if (n == 0) {
            return 1;
        }
        return IntStream.range(0, n).map(i -> catalan_rec1(i) * catalan_rec1(n - 1 - i)).sum();
    }
 
    public static int catalan_rec2(int n) {
        if (n == 0) {
            return 1;
        }
        return 2 * (2 * n - 1) * catalan_rec2(n - 1) / (n + 1);
    }
}",Ai_generated,Java_from_Ruby
5636,http://rosettacode.org/wiki/Executable_library,Executable library,"The general idea behind an executable library is to create a library
that when used as a library does one thing;
but has the ability to be run directly via command line.
Thus the API comes with a CLI in the very same source code file.

Task detail

 Create a library/module/dll/shared object/... for a programming language that contains a function/method called hailstone that is a function taking a positive integer and returns the Hailstone sequence for that number.
 The library, when executed directly should satisfy the remaining requirements of the Hailstone sequence task:
 2. Use the routine to show that the hailstone sequence for the number 27 has 112 elements starting with 27, 82, 41, 124 and ending with 8, 4, 2, 1
 3. Show the number less than 100,000 which has the longest hailstone sequence together with that sequence's length.
 Create a second executable to calculate the following:
 Use the library's hailstone function, in the standard manner, (or document how this use deviates from standard use of a library), together with extra code in this executable, to find the hailstone length returned most often for 1 ≤ n < 100,000.
 Explain any extra setup/run steps needed to complete the task.
Notes:

 It is assumed that for a language that overwhelmingly ships in a compiled form, such as C, the library must also be an executable and the compiled user of that library is to do so without changing the compiled library. I.e. the compile tool-chain is assumed not to be present in the runtime environment.
 Interpreters are present in the runtime environment.",Java,"public class Hailstone {
 
    public static long hailstone(long n, long[][] sequence) {
        long i = 0;
        long[] seq = new long[1000000];
        while (n!= 1) {
            if (n % 2 == 0) {
                n = n / 2;
            } else {
                n = 3 * n + 1;
            }
            seq[(int) i] = n;
            i++;
        }
        sequence[0] = seq;
        return i;
    }
 
    public static void free_sequence(long[] seq) {
        seq = null;
    }
}",Ai_generated,Java_from_C
4098,http://rosettacode.org/wiki/Reduced_row_echelon_form,Reduced row echelon form,"Reduced row echelon form

You are encouraged to solve this task according to the task description, using any language you may know.


Task

Show how to compute the reduced row echelon form
(a.k.a. row canonical form) of a matrix.

The matrix can be stored in any datatype that is convenient
(for most languages, this will probably be a two-dimensional array).

Built-in functions or this pseudocode (from Wikipedia) may be used:

function ToReducedRowEchelonForm(Matrix M) is
    lead := 0
    rowCount := the number of rows in M
    columnCount := the number of columns in M
    for 0 ≤ r < rowCount do
        if columnCount ≤ lead then
            stop
        end if
        i = r
        while M[i, lead] = 0 do
            i = i + 1
            if rowCount = i then
                i = r
                lead = lead + 1
                if columnCount = lead then
                    stop
                end if
            end if
        end while
        Swap rows i and r
        If M[r, lead] is not 0 divide row r by M[r, lead]
        for 0 ≤ i < rowCount do
            if i ≠ r do
                Subtract M[i, lead] multiplied by row r from row i
            end if
        end for
        lead = lead + 1
    end for
end function

For testing purposes, the RREF of this matrix:

 1    2   -1   -4
 2    3   -1   -11
-2    0   -3    22

is:

 1    0    0   -8
 0    1    0    1
 0    0    1   -2


",Java,"import java.util.Scanner;

public class rref {
    public static void main(String[] args) {
        int[][] matrix = new int[3][4];
        matrix[0][0] = 1;
        matrix[0][1] = 2;
        matrix[0][2] = -1;
        matrix[0][3] = -4;
        matrix[1][0] = 2;
        matrix[1][1] = 3;
        matrix[1][2] = -1;
        matrix[1][3] = -11;
        matrix[2][0] = -2;
        matrix[2][1] = 0;
        matrix[2][2] = -3;
        matrix[2][3] = 22;
        matrix = rref(matrix);
    }

    private static int[][] rref(int[][] matrix) {
        int lead = 0, rowCount = matrix.length, columnCount = matrix[0].length;
        for (int r = 0; r < rowCount; r++) {
            if (columnCount <= lead) break;
            int i = r;
            while (matrix[i][lead] == 0) {
                i++;
                if (i == rowCount) {
                    i = r;
                    lead++;
                    if (columnCount == lead) {
                        lead--;
                        break;
                    }
                }
            }
            for (int j = 0; j < columnCount; j++) {
                int temp = matrix[r][j];
                matrix[r][j] = matrix[i][j];
                matrix[i][j] = temp;
            }
            int div = matrix[r][lead];
            if (div!= 0)
                for (int j = 0; j < columnCount; j++) matrix[r][j] /= div;
            for (int j = 0; j < rowCount; j++) {
                if (j!= r) {
                    int sub = matrix[j][lead];
                    for (int k = 0; k < columnCount; k++) matrix[j][k] -= (sub * matrix[r][k]);
                }
            }
            lead++;
        }
        return matrix;
    }
}",Ai_generated,Java_from_C#
6512,http://rosettacode.org/wiki/Variable-length_quantity,Variable-length quantity,"Implement some operations on variable-length quantities, at least including conversions from a normal number in the language to the binary representation of the variable-length quantity for that number, and vice versa. Any variants are acceptable.



Task

With above operations,

convert these two numbers 0x200000 (2097152 in decimal) and 0x1fffff (2097151 in decimal) into sequences of octets (an eight-bit byte); 
display these sequences of octets;
convert these sequences of octets back to numbers, and check that they are equal to original numbers.

",Java,"import java.io.ByteArrayOutputStream;
import java.io.IOException;
import java.nio.ByteBuffer;
import java.util.Arrays;
 
public class Main {
    public static void main(String[] args) throws IOException {
        ByteArrayOutputStream buf = new ByteArrayOutputStream();
        for (long x : new long[]{0x200000, 0x1fffff}) {
            buf.write(putVarint(buf, x));
            System.out.printf(""%d encodes into %d bytes: %x\n"", x, buf.size(), buf.toByteArray());
            x = varint(buf.toByteArray());
            System.out.println(x + "" decoded"");
        }
    }
 
    public static byte[] putVarint(ByteArrayOutputStream buf, long x) throws IOException {
        while (x >= 0x80) {
            buf.write((int) ((x & 0x7f) | 0x80));
            x >>>= 7;
        }
        buf.write((int) x);
        return buf.toByteArray();
    }
 
    public static long varint(byte[] buf) {
        ByteBuffer buffer = ByteBuffer.wrap(buf);
        long x = 0;
        int s = 0;
        for (int i = 0; i < buf.length; i++) {
            byte b = buffer.get();
            x |= (long) (b & 0x7f) << s;
            if ((b & 0x80) == 0) {
                return x;
            }
            s += 7;
        }
        throw new IllegalArgumentException(""buffer too small"");
    }
}",Ai_generated,Java_from_Go
1706,http://rosettacode.org/wiki/Jacobi_symbol,Jacobi symbol,"The Jacobi symbol is a multiplicative function that generalizes the Legendre symbol. Specifically, the Jacobi symbol (a | n) equals the product of the Legendre symbols (a | p_i)^(k_i), where n = p_1^(k_1)*p_2^(k_2)*...*p_i^(k_i) and the Legendre symbol (a | p) denotes the value of a ^ ((p-1)/2) (mod p)

 (a | p) ≡   1     if a is a square (mod p)
 (a | p) ≡ -1     if a is not a square (mod p)
 (a | p) ≡   0     if a ≡ 0 
If n is prime, then the Jacobi symbol (a | n) equals the Legendre symbol (a | n).

Task

Calculate the Jacobi symbol (a | n).

Reference

 Wikipedia article on Jacobi symbol.",Java,"public static int jacobi(int a, int n) {
    if (n <= 0) {
        throw new IllegalArgumentException(""'n' must be a positive integer."");
    }
    if (n % 2 == 0) {
        throw new IllegalArgumentException(""'n' must be odd."");
    }
    a %= n;
    int result = 1;
    while (a!= 0) {
        while (a % 2 == 0) {
            a /= 2;
            int nMod8 = n % 8;
            if (nMod8 == 3 || nMod8 == 5) {
                result = -result;
            }
        }
        int temp = a;
        a = n;
        n = temp;
        if (a % 4 == 3 && n % 4 == 3) {
            result = -result;
        }
        a %= n;
    }
    if (n == 1) {
        return result;
    } else {
        return 0;
    }
}",Ai_generated,Java_from_Python
3368,http://rosettacode.org/wiki/Balanced_brackets,Balanced brackets,"Task:

 Generate a string with   N   opening brackets   [   and with   N   closing brackets   ],   in some arbitrary order. 
 Determine whether the generated string is balanced; that is, whether it consists entirely of pairs of opening/closing brackets (in that order), none of which mis-nest.


Examples

   (empty)      OK
   []           OK   
   [][]         OK   
   [[][]]       OK 
   ][         NOT OK
   ][][       NOT OK
   []][[]     NOT OK


",Java,"import java.util.Random;

public class BalancedBrackets {
    public static void main(String[] args) {
        int M = 20;
        while (M-- > 0) {
            int N = new Random().nextInt(10);
            String bs = shuffle(""["".repeat(N) + ""]"".repeat(N));
            System.out.println(""\"""" + bs + ""\"" is "" + (isBalanced(bs)? """" : ""un"") + ""balanced"");
        }
    }

    private static String shuffle(String str) {
        char[] a = str.toCharArray();
        int c = a.length;
        while (c > 0) {
            int b = new Random().nextInt(c--);
            char d = a[c];
            a[c] = a[b];
            a[b] = d;
        }
        return new String(a);
    }

    private static boolean isBalanced(String str) {
        String a = str, b;
        do {
            b = a;
            a = a.replace(""[]"", """");
        } while (!a.equals(b));
        return a.isEmpty();
    }
}",Ai_generated,Java_from_JavaScript
11481,http://rosettacode.org/wiki/Bitmap/Midpoint_circle_algorithm,Bitmap/Midpoint circle algorithm,"Task

Using the data storage type defined on this page for raster images,
write an implementation of the midpoint circle algorithm   (also known as Bresenham's circle algorithm).

(definition on Wikipedia).



",Java,"// version 1.1.4-3
 
import java.awt.Color;
import java.awt.Graphics;
import java.awt.image.BufferedImage;
import javax.swing.JOptionPane;
import javax.swing.JLabel;
import javax.swing.ImageIcon;
 
class BasicBitmapStorage {
    BufferedImage image;
 
    public BasicBitmapStorage(int width, int height) {
        image = new BufferedImage(width, height, BufferedImage.TYPE_3BYTE_BGR);
    }
 
    public void fill(Color c) {
        Graphics g = image.getGraphics();
        g.setColor(c);
        g.fillRect(0, 0, image.getWidth(), image.getHeight());
    }
 
    public void setPixel(int x, int y, Color c) {
        image.setRGB(x, y, c.getRGB());
    }
 
    public Color getPixel(int x, int y) {
        return new Color(image.getRGB(x, y));
    }
}
 
public class BresenhamCircle {
    public static void drawCircle(BasicBitmapStorage bbs, int centerX, int centerY, int radius, Color circleColor) {
        int d = (5 - radius * 4) / 4;
        int x = 0;
        int y = radius;
 
        do {
            bbs.setPixel(centerX + x, centerY + y, circleColor);
            bbs.setPixel(centerX + x, centerY - y, circleColor);
            bbs.setPixel(centerX - x, centerY + y, circleColor);
            bbs.setPixel(centerX - x, centerY - y, circleColor);
            bbs.setPixel(centerX + y, centerY + x, circleColor);
            bbs.setPixel(centerX + y, centerY - x, circleColor);
            bbs.setPixel(centerX - y, centerY + x, circleColor);
            bbs.setPixel(centerX - y, centerY - x, circleColor);
            if (d < 0) {
                d += 2 * x + 1;
            } 
            else {
                d += 2 * (x - y) + 1;
                y--;
            }
            x++;
        } 
        while (x <= y);
    }
 
    public static void main(String[] args) {
        BasicBitmapStorage bbs = new BasicBitmapStorage(400, 400);
        bbs.fill(Color.pink);
        drawCircle(bbs, 200, 200, 100, Color.black);
        drawCircle(bbs, 200, 200,  50, Color.white);     
        JLabel label = new JLabel(new ImageIcon(bbs.image));
        String title = ""Bresenham's circle algorithm"";
        JOptionPane.showMessageDialog(null, label, title, JOptionPane.PLAIN_MESSAGE);
    }
}",Ai_generated,Java_from_Kotlin
